x,m
-2.0561413837309557,a
-3.1950994010456824,a
-2.2709434951040732,a
-2.6932858179237003,a
-2.607059803907029,a
-3.5583777644684043,a
-3.717091454223567,a
-4.727702049068058,a
-2.5742498709059043,a
-3.78883992129433,a
-4.34714575911001,a
-3.439920974035875,a
-2.692773591141407,a
-3.6839195689459485,a
-3.355522713882486,a
-3.8887925635196416,a
-4.861286622816207,a
-1.9834085019769103,a
-4.039781874114996,a
-5.305436840151411,a
-4.855978604143162,a
-3.7795061321336103,a
-3.6882350376087354,a
-3.2971026142708064,a
-1.7137374433373407,a
-2.743735751998164,a
-3.8403197815014964,a
-3.394087433999686,a
-3.274617412142343,a
-1.5408595398394476,a
-2.81884062167022,a
-3.478763543390873,a
-3.3369353544023928,a
-3.7998597122164393,a
-2.5698216657497177,a
-2.6123661906297855,a
-2.318823879002331,a
-2.9051466262700476,a
-2.069694269096794,a
-3.013617345105341,a
-3.1179478158984715,a
-3.0414413812950483,a
-2.749119035500891,a
-3.4130076391292574,a
-5.038356527482374,a
-4.675759833985838,a
-4.0643793896648575,a
-3.056586635975949,a
-1.1958002457442607,a
-2.301207156839364,a
-3.931625866941987,a
-1.4702928182626143,a
-4.302613465660095,a
-2.9389973764657733,a
-2.866990256113028,a
-2.805146281989956,a
-3.6833966880950726,a
-4.508052948670578,a
-3.7824671079761187,a
-4.193923353934803,a
-3.902734414730549,a
-2.3181052815589167,a
-2.3175365537289627,a
-2.8549501458432607,a
-2.1612140403660596,a
-4.143405637213762,a
-2.1880516374258843,a
-2.5937781671396074,a
-3.209519795894578,a
-1.8562008834566976,a
-2.077967370400231,a
-4.886823687892365,a
-2.5699252013802454,a
-3.567325707547721,a
-1.295343686239693,a
-1.7706388266333837,a
-2.254566862782557,a
-2.649377320097363,a
-3.5737935757805124,a
-0.7136922048102243,a
-2.7953049444770377,a
-2.926395051392343,a
-1.851895082706321,a
-3.620740146145706,a
-4.805653052923511,a
-3.2351548234675738,a
-0.27314431690563135,a
-3.202807945768637,a
-3.322343273627712,a
-2.9838595588607273,a
-3.5715080548372784,a
-5.363295672014843,a
-2.790679910348089,a
-4.076391695936456,a
-1.5862782840176632,a
-2.472850224596618,a
-2.9602219693922756,a
-4.1295429229062535,a
-5.010475676357432,a
-3.7637296971259397,a
-3.9128693795037637,a
-1.9336705892022434,a
-3.8811199144040076,a
-2.1277258746213343,a
-4.377585789417838,a
-3.030469485782997,a
-2.7347342839802016,a
-0.8730009119199056,a
-2.4959389166502812,a
-2.01711855540451,a
-3.921918809397711,a
-1.6478686153616346,a
-1.7365123409288856,a
-3.399622320690121,a
-1.271309288916952,a
-2.539373163028963,a
-3.4470900859230773,a
-2.743024764067319,a
-2.623122405835155,a
-2.1827506349623254,a
-2.408792060963049,a
-2.367386971270515,a
-4.123648427270485,a
-4.4301237994671165,a
-2.986801660376704,a
-2.6773961372401875,a
-3.6045251511790486,a
-3.4559086635726217,a
-2.5357615335813,a
-3.313091330674717,a
-2.6049160884312688,a
-4.548492937860573,a
-3.726103293552524,a
-3.436632050914547,a
-3.1961314999432657,a
-2.235519240703427,a
-2.514419108821367,a
-4.945684946975692,a
-2.4354428492505624,a
-3.3377847832682384,a
-4.435324531415241,a
-3.066047691082327,a
-1.7559032059411508,a
-2.977010147366754,a
-0.627038697254235,a
-1.9169430207224065,a
-4.350133960233258,a
-3.095194052740127,a
-3.253178007379451,a
-3.141949568471441,a
-2.2983892528765604,a
-3.1994176704826676,a
-3.232039693345314,a
-1.5427003859691188,a
-4.296044705230935,a
-3.0109731911272077,a
-1.7270801555353823,a
-4.349838426423572,a
-1.405495860411653,a
-4.194525864001523,a
-3.8402833503829337,a
-4.19769809625852,a
-2.786419561350766,a
-3.1390263446173337,a
-1.7998445556560212,a
-3.1108913852811053,a
-0.499670128241267,a
-4.70987431914696,a
-2.826782311471671,a
-3.2502571627953616,a
-3.8879138577911947,a
-3.91229732137944,a
-2.7056894944288343,a
-2.678847936208042,a
-4.079441919086893,a
-3.2237815736321833,a
-3.345598218722457,a
-3.463536627985439,a
-4.394692067491825,a
-2.7445504239426906,a
-2.0916479988158576,a
-3.308085103523669,a
-1.8245512496333471,a
-2.7386074756009817,a
-2.7963812106085615,a
-3.090157194059133,a
-2.8116385195048883,a
-4.766442345770779,a
-3.2560317537433487,a
-3.118329488533304,a
-2.1906212568810295,a
-4.39966988675655,a
-2.2986510432265717,a
-2.53685729314045,a
-2.610562845549036,a
-1.8450998988080216,a
-2.4873408836264224,a
-2.5087669305083486,a
-2.5086295950913597,a
-0.7637205726553087,a
-2.7395185019902892,a
-2.139606387029747,a
-1.5139962237277576,a
-2.7700362667112683,a
-2.723617397822635,a
-2.710845742471013,a
-3.0247450523560717,a
-3.7237492819056492,a
-2.303861346499375,a
-3.211785525311373,a
-1.9080237863163152,a
-4.548360478527009,a
-1.098314495117576,a
-2.1050563153736652,a
-2.8832137629007346,a
-3.053835315584072,a
-3.8611128970116444,a
-3.4107186862726246,a
-1.818069575409396,a
-1.9174218225306086,a
-2.280859122864677,a
-3.436659950025676,a
-4.113793508557563,a
-3.6180729243563627,a
-2.7742559358850696,a
-2.326446257182483,a
-2.9132233855081786,a
-4.038358983454715,a
-2.8289953122911453,a
-1.8187017823161755,a
-3.002474360440012,a
-1.7101977854983783,a
-5.100865135551382,a
-3.3580877458978793,a
-3.9747873988052493,a
-2.4860422997752183,a
-1.6456546185056644,a
-2.330491817075268,a
-3.500942681756086,a
-2.6813385082131997,a
-3.3968465258339533,a
-2.163974608706739,a
-2.069625128793054,a
-1.7566417160308605,a
-2.864593854181458,a
-3.6745923349575533,a
-2.557140700488314,a
-3.1353216700093687,a
-3.585281547487351,a
-3.6197217611066046,a
-3.486011389272773,a
-3.051939476197155,a
-5.328228596994425,a
-3.9751550785580525,a
-1.0604060145505911,a
-1.964576714650307,a
-3.706485311479904,a
-3.277897695423288,a
-5.300962767304669,a
-3.210231321662193,a
-2.360121744077731,a
-2.877016007100502,a
-4.34807449533951,a
-3.14346160344225,a
-1.7088376024264689,a
-2.7109711701264434,a
-2.130185323272908,a
-2.414841330295785,a
-3.455197057112387,a
-2.9391841268652685,a
-2.3491791297197104,a
-3.891375151808342,a
-4.1532833190127585,a
-3.836618421961423,a
-4.062869758783698,a
-2.98976497036487,a
-3.7650391257152642,a
-3.2988115811304835,a
-3.5237943465172594,a
-2.056448341610248,a
-2.1724286205125516,a
-3.144320788015227,a
-3.538302257378264,a
-1.1727333694838047,a
-2.6979505331245357,a
-2.9603957222609303,a
-3.399391773835971,a
-2.111214640619754,a
-3.70359997120483,a
-3.4580676865861197,a
-1.7112049155053657,a
-3.307102306449433,a
-3.187423011374996,a
-2.8214508574990207,a
-2.6997684942595797,a
-4.422909385647104,a
-4.6408549605905485,a
-3.4482272481383447,a
-3.5546799552492105,a
-2.763199959374999,a
0.20894369132206636,a
-2.0704396807834566,a
-2.4629163373762664,a
-2.5487754379345824,a
-3.8688129672146676,a
-3.0749606389925126,a
-2.97235735625166,a
-2.5384205078015833,a
-2.972826746770516,a
-2.7168291104195674,a
-0.8517098625124002,a
-3.6791681588789857,a
-3.6247485379899542,a
-2.261024655718116,a
-2.9529398247966863,a
-2.2921656091039235,a
-3.423640830976111,a
-0.29146251364522424,a
-2.2644740976251017,a
-3.7267737889697643,a
-4.140810144282362,a
-3.495876940308183,a
-0.3742068686684643,a
-4.668628489614768,a
-3.926582203596806,a
-2.3629214324246144,a
-1.6040367888226619,a
-4.055200147458609,a
-3.777772521291548,a
-2.803699083820341,a
-2.914863770518167,a
-4.101038947308393,a
-3.3673484715955544,a
-4.884531218851574,a
-2.759069709997796,a
-3.137555046779071,a
-3.434227339298019,a
-2.825667250384938,a
-3.7364251905206376,a
-4.726512706883444,a
-3.709876359238343,a
-3.2979702978894236,a
-3.272545927423249,a
-1.6670085798545624,a
-2.836310205210435,a
-2.886258072545667,a
-2.7538710763361816,a
-2.4990522947448257,a
-1.637499489277911,a
-2.8169225036802037,a
-3.0634733834822847,a
-0.482270144630947,a
-4.681938198629091,a
-1.7854913770746172,a
-3.7913299721420444,a
-3.185444304070833,a
-2.5612999423243106,a
-2.8209483024505873,a
-1.198394551105713,a
-2.7557234171925766,a
-2.6613693660467184,a
-2.644687708110919,a
-4.8612151986878125,a
-4.354107824472278,a
-3.2547440470178475,a
-2.3194471341763556,a
-1.7929835016943763,a
-2.6615612952694767,a
-1.911682114100784,a
-2.1258235250928306,a
-1.7176055652207998,a
-2.560220793144454,a
-2.417930473449018,a
-3.0630840038009417,a
-3.218489120296962,a
-2.940684240553559,a
-2.3858668889098844,a
-1.0346243089100151,a
-3.6975301415826376,a
-2.943048783270024,a
-3.7315574468369848,a
-3.2143054660813006,a
-4.317513874762826,a
-2.6118029265467366,a
-2.610300424843387,a
-2.1456301971742238,a
-4.35656247989498,a
-2.446614269861202,a
-3.266546699761225,a
-2.780105189073621,a
-2.2132089922363796,a
2.048333644208239,a
3.988276574982739,a
2.2448515615142606,a
4.2798206461115775,a
2.7859190381317065,a
0.7194298494769362,a
3.2133502497108872,a
3.2091260538563713,a
3.157664389447331,a
2.9968878671284904,a
3.3804341657898087,a
2.4177102784692006,a
2.6751486704126437,a
3.997146886637365,a
2.6867633308232577,a
2.7068346563335646,a
4.228759091466891,a
1.9288619994562386,a
2.741992289983943,a
2.619718732055845,a
2.931802217546733,a
3.8252204318906795,a
2.780002547187001,a
3.125451962761542,a
1.8797448469068307,a
2.565723796796557,a
3.321527971632206,a
4.824924087716598,a
2.9634131299117406,a
1.0265434193945269,a
2.594473466564697,a
2.837604264761251,a
5.346248962231856,a
2.5900591751383457,a
3.4519794842582456,a
2.245108192149428,a
3.120210253972301,a
5.058460289724458,a
4.457791848864127,a
3.408263579395659,a
3.4473456091668258,a
2.595859227223738,a
2.476835603962689,a
4.756673464814331,a
4.36566051641959,a
3.719596152854325,a
3.8633721282986335,a
2.7182287630410924,a
3.697156108267577,a
1.1579778123092508,a
4.327645836222178,a
3.1232415270689486,a
1.6943095769690066,a
3.027285565705756,a
2.5163826173330053,a
2.668817183465422,a
2.656258800886001,a
1.9268657793681516,a
3.4852584328572505,a
3.83054025106235,a
2.6755631640475004,a
5.065723359958826,a
4.634099508641271,a
4.433332702113546,a
2.7858882649535848,a
3.989223551930446,a
3.0419304817529933,a
1.8735214182369313,a
1.8462597516393717,a
0.1539452558143961,a
4.616624826755972,a
2.3181140388050148,a
0.3929647994559664,a
3.68677179455012,a
4.372319681582313,a
4.440757003146414,a
2.8194799721585926,a
3.4278677024358086,a
1.9845232363801733,a
1.4161980055175638,a
4.5820825602076,a
2.6855754093879542,a
2.004999246772044,a
2.9113718197797263,a
4.114061503994922,a
3.868809480552643,a
4.385830920297785,a
2.4539613401683713,a
3.1625970483327497,a
3.5629856553253365,a
3.180168413295992,a
1.438584633185853,a
3.211503113930928,a
2.7621090353603672,a
3.0201236799155446,a
2.124065616783901,a
0.9424273742644123,a
3.3155258361524966,a
4.937845194676951,a
3.0171145824413115,a
3.7503530913092455,a
2.548202618805482,a
0.7351027294533101,a
2.1144982654095985,a
5.075493273997456,a
4.1271546602336855,a
2.0344939058526412,a
3.056594714683494,a
2.810025495284884,a
3.0643980367676136,a
2.6494154604486386,a
2.1750707055301453,a
3.112436159083044,a
5.676445399933307,a
4.833298443586525,a
3.676734001687707,a
3.7640329028233808,a
4.018181876489782,a
3.7690418767455336,a
4.103599854264469,a
4.047147845080472,a
1.7420393563117755,a
2.3356711808808615,a
1.6716966725197246,a
1.6079877291027613,a
2.2868531805943153,a
1.3782438359927986,a
3.7359129907447515,a
2.915972685613145,a
0.8839119846611401,a
2.3374007250843194,a
2.024002228691024,a
1.1453140060474012,a
4.0425486410778495,a
3.294295839718143,a
3.1623373486189372,a
2.9863456447216215,a
4.347096213640512,a
3.314324470453961,a
2.414180934145688,a
2.899232999260274,a
2.2609187984092025,a
3.99051472280505,a
2.759361543867445,a
2.579633426561437,a
2.7370570311008664,a
2.9791925403766553,a
3.3132574532102357,a
2.5480997832247643,a
4.711566193326162,a
3.7285797953950492,a
1.9205676387518535,a
2.095278568737915,a
1.9445868021189339,a
3.140344813530028,a
2.2221324282162724,a
3.1060779086265344,a
4.184739044502897,a
3.3062627823147124,a
3.4558646804723265,a
2.175127986038423,a
1.3859828501891243,a
4.674806151387884,a
3.545958195698049,a
3.440301024178833,a
2.5090481821186543,a
2.578118710923042,a
4.294115277815477,a
-0.037703452913694147,a
2.1545871923700006,a
3.3677668295006478,a
2.8289560534597475,a
3.9560641147587363,a
3.452392121324176,a
2.4026161492626636,a
1.2939801619006999,a
2.6678798878767287,a
4.89286470513349,a
2.5109025680904695,a
4.67107119353159,a
3.1040328814907427,a
1.7562332699716792,a
3.4822144485251454,a
2.469756296441365,a
0.9543637780217491,a
2.1594441018109047,a
4.602749712227731,a
3.9984658892722784,a
3.144262231742596,a
1.6986693692769426,a
2.9084219782086436,a
2.3782312658588296,a
0.7783724728156032,a
1.6491425925746466,a
2.018636624256242,a
5.267129477407319,a
2.6524781166695193,a
3.9129647328036605,a
2.9198394970745714,a
3.4099832689852465,a
2.028588691817814,a
2.8942725135213587,a
4.0454583627711,a
2.592262177465901,a
2.6830726612073956,a
3.2139675879254197,a
3.184874857548941,a
4.561219874903697,a
2.804949158398121,a
2.463611356491166,a
3.9209809531496758,a
0.5882667535405295,a
4.544722865626172,a
2.816405314497186,a
3.710618579356877,a
3.063837513484725,a
5.173807216407263,a
3.691821051464862,a
3.224116835148805,a
2.4845611275872193,a
3.271180700552017,a
5.56008618387188,a
2.88681587771333,a
3.7896664232108295,a
3.9812568533926656,a
4.553414630463334,a
2.649712593158089,a
3.6780881222309745,a
2.9113636274247403,a
3.377276286419873,a
2.8927334930576123,a
2.88349524447646,a
4.8117696732038695,a
2.422460915305435,a
2.816928427431537,a
3.0114535548608314,a
3.4871848174061006,a
2.7468405827397393,a
1.9380221934533204,a
2.040263134958983,a
2.561769772496268,a
3.616031245303719,a
4.260847841862037,a
1.8166827173765987,a
2.505959340309907,a
2.567502809210739,a
2.9754203576984595,a
2.5052322718119076,a
4.478970230544904,a
2.626717734846679,a
4.628775101332614,a
4.031582735239527,a
4.952399683580809,a
2.1432511781523114,a
2.9028285627426356,a
2.147342845100422,a
2.3947455001996136,a
3.380700195316497,a
3.086070819681948,a
2.4591735108470036,a
2.9514841924765953,a
2.9020556776621578,a
1.9136105730536086,a
1.0896253178191517,a
4.479107881334944,a
2.151945634958614,a
3.632329836449773,a
3.020200240325313,a
2.426796300397973,a
1.7633449676662278,a
4.329221333651746,a
2.4244024920307976,a
3.2863160715041926,a
1.400329780409541,a
2.9105092808813167,a
1.8184279403467356,a
2.716896338510646,a
3.639607425396334,a
4.300834081464918,a
2.0294289881277057,a
3.312347083816174,a
3.5836852908887122,a
2.7595325335973087,a
1.3779615708886286,a
3.087729324556118,a
2.668863264395667,a
2.7437982710584885,a
3.333380620501846,a
3.695192014280226,a
4.708409335233199,a
2.7055707708104206,a
2.1947731459518662,a
6.29687858744278,a
2.909714861587034,a
3.5367742827529134,a
4.355764409525328,a
1.9729972392966098,a
2.6282161329931633,a
2.7076683604919394,a
4.463138318695832,a
2.524013956896044,a
3.9647382761489927,a
2.798723308219918,a
2.6825611917236047,a
3.390599943352632,a
4.7125799415473475,a
4.214165014750293,a
3.8704574669396643,a
3.087667935025586,a
2.802859854094793,a
3.1832400016160967,a
4.8978173411883,a
3.3592745551008973,a
2.574555665210712,a
3.236672966740967,a
4.400137581206295,a
3.5415578896809867,a
2.9164585023567464,a
3.091420752303505,a
3.623073110274058,a
1.7149668187743692,a
3.0089397258216803,a
2.2638242882831103,a
2.6821791210072554,a
3.826305129837901,a
2.614510006778033,a
3.5581966999588586,a
2.9017310857533745,a
2.79633431852417,a
4.527008777643036,a
2.9211890320493454,a
2.6653180154635767,a
3.8284599405448363,a
3.200666156646962,a
5.064362232076779,a
3.581420743027903,a
4.048044390365259,a
3.398559995793989,a
5.872968927923669,a
3.152669073126293,a
3.734682225288342,a
2.5179765753790537,a
3.4547625263049677,a
1.4512183832533585,a
0.8088656196898132,a
2.170458449429192,a
3.510965405029491,a
2.2918176850196605,a
2.349160644806612,a
4.339174686839101,a
3.1902458067851454,a
2.8722824042432933,a
1.5528648909607048,a
1.5049004546952187,a
3.6103900521601924,a
4.153022079798538,a
3.9807446326232676,a
4.30714571030146,a
3.634449764216998,a
3.012073317737817,a
3.8223387400523,a
2.8703185220751504,a
2.3216331663453245,a
3.5994569868423527,a
3.0401997468590185,a
2.6083392179085205,a
2.2611026267438596,a
2.2051431516863365,a
0.9935145358546151,a
2.331880966923484,a
3.303316561693934,a
4.457888876435973,a
4.392299738743075,a
2.7490206493420972,a
3.829616845264625,a
0.7910923106515808,a
2.662973024737276,a
2.952390729151791,a
2.627629133136877,a
4.5066514614047355,a
0.8293141674575812,a
4.568235364376946,a
1.6129032986490972,a
4.253087423827776,a
5.268124303471989,a
3.7636183369176117,a
3.8029268097524818,a
3.438679434298452,a
2.495495258909334,a
0.5333028163358993,a
2.722381883267388,a
2.216444760707252,a
3.2725281700745654,a
3.292948186785384,a
2.841572871104866,a
1.6395524414153175,a
3.6160512905242808,a
4.289950055900796,a
4.237324573722002,a
3.01788308325102,a
4.007152571154886,a
3.334835270959222,a
2.96514770857207,a
2.4654711718649747,a
3.764271376896441,a
3.7836367278321497,a
2.307332378498177,a
3.9145194139178456,a
1.3116967661246863,a
1.499104777368203,a
3.333586588680077,a
1.998940244502245,a
2.9299678215796052,a
1.733278982645421,a
2.5542496084121753,a
4.644405691353428,a
3.6304955510230896,a
4.330205779117117,a
2.3107821640229655,a
1.985534011192974,a
2.231603856445782,a
1.1030514409673453,a
4.5954272013894055,a
4.8890386728043085,a
3.2506937504781095,a
4.256584630870295,a
4.2403267358025065,a
4.063969529204085,a
2.6224127114721085,a
2.8666393094287086,a
2.200471875124139,a
4.604398953805634,a
1.87398457651628,a
2.4304045342491083,a
2.0094807199686153,a
2.0619384586411407,a
2.7239857861377996,a
4.681449529472201,a
4.4127191599214,a
2.065681526863471,a
2.2413733034141137,a
2.9980462275798705,a
4.16806226413751,a
1.415494492966179,a
2.758605912517104,a
4.383483972291406,a
3.4448879404959634,a
3.8167839454114874,a
4.251485770526467,a
1.678590496699552,a
2.5542982089641684,a
2.5488597245963396,a
0.8908719732369033,a
3.117430060218571,a
2.3522931611165987,a
5.017749863692934,a
2.5913728055714627,a
3.510190680267375,a
2.336906533522924,a
1.7410220700861818,a
3.918087801594605,a
3.6707166518631515,a
3.766185216319979,a
3.0970604362816796,a
3.864892087845268,a
3.2175476937537435,a
3.6334795963465494,a
2.411863073008244,a
4.296318541779851,a
2.8099340640073818,a
3.592730855838124,a
3.2722687029478252,a
4.422997351723859,a
1.2057862396219188,a
1.207459267597951,a
2.1796401069594724,a
2.601404476519784,a
4.244632402796366,a
4.101765146613621,a
3.353537951317536,a
1.5820957551711723,a
2.464413365127786,a
1.5083094451239152,a
3.8692676225990965,a
4.815324339993337,a
1.6708116714113854,a
4.608191914999855,a
2.4187194469964,a
3.3429120877217717,a
2.2140271456421803,a
2.3828146089756874,a
3.505314995542389,a
3.1529838807153325,a
3.2369048625120294,a
2.739523735345061,a
2.1925841865667475,a
3.3657613795787307,a
3.6516146188906653,a
5.360184989276887,a
3.9461017982431894,a
4.608716501983528,a
3.2215679984702796,a
4.130540229454606,a
4.160055962465494,a
3.402026465924853,a
2.9853933239420405,a
2.9078173803406155,a
3.6537716284691557,a
1.5766591838328674,a
3.719437750227815,a
2.862005640963961,a
3.1386427760238504,a
4.351538385058614,a
2.073653121600784,a
3.2902008757217063,a
4.48227147903694,a
4.214738550290874,a
3.808703740259581,a
3.005818882818082,a
3.4141834942679345,a
4.261359898373933,a
2.4860119474912654,a
2.8892882580264225,a
1.0713848996938258,a
5.141379282599473,a
4.1764670937487045,a
3.3542738816851245,a
3.8965981905151295,a
1.0818735056293007,a
3.7262181931922265,a
2.0145044273443307,a
2.3203631775213607,a
2.9079560966154037,a
2.1005656871932343,a
4.4161206249764655,a
4.291118927966319,a
2.4837287331642877,a
2.7112804295943236,a
1.5384584052475123,a
1.6993628241789442,a
0.4961503100685718,a
2.8890850123017966,a
4.109704626578659,a
3.936286285875921,a
4.046225165842045,a
3.669463846297214,a
5.371199939605884,a
3.494451344454382,a
3.243361416537107,a
3.0277206403804007,a
3.622070409475264,a
3.275726321757129,a
3.3076367662823976,a
5.019348625317711,a
2.546847034312249,a
3.3930411381623613,a
3.2980401627159144,a
5.011476672798088,a
3.175870946567294,a
3.815443905189589,a
3.712166444825174,a
3.6089481341799337,a
1.8497362551449452,a
3.8442072670270218,a
3.5142885485311854,a
4.083366743461094,a
3.09317874369694,a
3.822388455720767,a
3.839585255564201,a
3.8072221460284377,a
1.7951772951700826,a
1.8003808196483122,a
2.6460500496835797,a
2.922633207978961,a
3.172462229364702,a
1.2242656414731077,a
2.8267227769234493,a
1.3090784895722745,a
2.492393670959287,a
2.8560210926726515,a
3.805266106874459,a
3.589534734038362,a
3.181960130123325,a
4.093121760001482,a
2.7479885753635678,a
2.8254175532302526,a
2.087122698885133,a
1.3415031408338454,a
2.2260396738142383,a
4.134409401538252,a
3.3123817799269912,a
4.276927897843967,a
1.8745249860604607,a
3.2952891672685096,a
2.3462547642122735,a
3.62655377286054,a
2.9748394907724984,a
2.9127095324642354,a
3.4849755862173626,a
2.399118829585821,a
2.7135677589072618,a
3.492370567228485,a
2.6329289744333284,a
2.53008556516217,a
4.155867962869643,a
3.630909000052579,a
1.9090702059768603,a
1.5971898969890275,a
2.3783205352468113,a
5.399201480795657,a
3.470279852133586,a
0.4401641149494,a
4.053883046033192,a
3.727521534098126,a
1.5678903663535375,a
3.163261355733584,a
2.6710087136986895,a
0.7838528136168752,a
1.4339102383344322,a
2.7397916342009254,a
2.5462835164975015,a
1.5183565372745993,a
3.074297590128165,a
2.49311269433323,a
2.789842889042326,a
4.279202152814422,a
3.4747779440732454,a
2.8627207477533636,a
1.920186863690234,a
1.8200089792493648,a
2.9281748304848234,a
0.709311495294612,a
2.565835234450464,a
3.006598218861621,a
2.942616423628253,a
4.23075395441331,a
2.3526083884466047,a
2.375410049782112,a
1.8716274366474308,a
2.3778128275735377,a
1.530337944014381,a
3.440760026401716,a
4.229769917178693,a
3.020742384773488,a
3.1339265803816194,a
2.082545996552139,a
1.1671956458453474,a
1.257478656176697,a
2.341419421152387,a
2.6921582217338216,a
2.428271513451341,a
2.42729907800204,a
2.6905353537071792,a
2.761306994604696,a
2.9162964329656518,a
4.027169261781346,a
2.56583472390193,a
2.5722772704145607,a
2.5555519014623203,a
2.641847940196193,a
3.6832930949597804,a
5.194908271907796,a
2.9442092152013246,a
3.2165814267115005,a
4.331298562294578,a
2.707817546668827,a
3.5810492103637634,a
1.6691981905226874,a
4.972087973992485,a
4.838066043122923,a
2.3483261014534738,a
2.422806052006811,a
2.6373367999661883,a
2.6506229377598536,a
3.9478037315134316,a
1.8591853441452677,a
4.3214826968848445,a
1.3002220357694174,a
1.3741830766853247,a
4.191433317460488,a
3.9123877275308048,a
2.42168320009341,a
1.9112875577515187,a
2.1840345256073115,a
2.8557429739917244,a
3.3350094715715057,a
3.6139702826330757,a
2.1404535954264348,a
0.7228038248578037,a
4.508095052586345,a
3.4283067616221308,a
2.0138448709489722,a
1.7150530382123124,a
3.3070789772531066,a
3.723447900527066,a
2.2036352721597594,a
1.3609554243412132,a
1.5343173043199092,a
1.800899941533055,a
3.595549400196827,a
3.6625431090998557,a
4.675608998429542,a
3.1326436510646074,a
2.333116656145224,a
3.2480250107199926,a
2.383956055096275,a
3.668244532232455,a
1.0439469926323028,a
3.0683231837489675,a
3.860357934063132,a
1.9500941462848844,a
3.8713064659984107,a
3.8553860784627614,a
1.3923073311397849,a
4.285641502153515,a
3.1219359348208897,a
3.517638059800136,a
1.4645842471155144,a
1.063391944428652,a
1.566979275740853,a
2.528718973862655,a
3.438272489271728,a
3.9705611467320976,a
3.3318349148601225,a
4.642943648123543,a
2.2456200879026125,a
3.990526180697177,a
3.7373121635514766,a
2.973636038833111,a
2.492403018017521,a
2.4153955600849257,a
0.7402603652724138,a
2.7883620095326638,a
4.082840127469958,a
3.9262276415432003,a
4.769856622837773,a
2.94855367058577,a
2.7444982271494993,a
1.3709350571708814,a
2.296589142323443,a
4.194530438615619,a
2.9702346954525662,a
3.062035969941832,a
4.371585808604935,a
3.4317942652015914,a
4.178098392675793,a
2.7811321072701194,a
3.9895612312033215,a
3.170759752271876,a
1.8452232830240818,a
3.0285895588720315,a
2.714116794423489,a
1.7807376634038175,a
3.392778494357601,a
5.036536025076473,a
4.174774020688451,a
4.002570860464122,a
2.9257174896097005,a
2.518120672912028,a
3.7734312336282994,a
3.32916647175038,a
3.615934772697809,a
2.2111448114210273,a
0.0519978254115494,a
2.206835896794506,a
3.335789018410094,a
3.998012115432637,a
2.011010991961913,a
1.6162445840549682,a
2.9799441308582275,a
0.5104634603189937,a
5.359239897268699,a
4.4359348469857345,a
1.8986021027745543,a
4.87753177945187,a
2.1686571400379893,a
2.4927920895724593,a
2.401557082465762,a
3.3579281646986168,a
3.3112847614971503,a
3.2423394157753456,a
2.4791795153233482,a
3.711598509362333,a
1.3770091592482068,a
2.0849375235029592,a
3.276108414810089,a
0.8638267148373391,a
3.3139262269640546,a
4.996631827970273,a
0.9886732190203085,a
2.5520599782871254,a
2.140166555656443,a
4.028759944068749,a
2.746849729591996,a
3.383996358255235,a
3.076787350207701,a
2.823597154171383,a
2.968075035907534,a
1.466495487201641,a
3.151913894620447,a
2.7919113287865707,a
1.8156002447587347,a
3.388766838006201,a
2.257951838017404,a
1.869909407694542,a
3.1348650634802184,a
2.1656629503970493,a
2.5099846898056843,a
4.585515765025583,a
2.434629432042285,a
2.7281611487712807,a
2.0409020952525387,a
3.862559867090351,a
2.180669301496936,a
1.3221620828190717,a
4.224017871511382,a
2.8031670386083523,a
4.155233134856062,a
2.4931174116649464,a
2.454040094968054,a
1.2752774645762324,a
4.362514720282399,a
2.951912409950998,a
2.6326949258064136,a
1.7746360613273833,a
4.1539567246099,a
3.571006557948491,a
3.7196029626667815,a
1.8455121874974283,a
3.398380209874263,a
2.981253048841927,a
1.694015305680282,a
0.528598939831888,a
3.815737613092402,a
3.1191090518011912,a
2.1088147215930646,a
5.189615507886575,a
4.40368881533317,a
4.665307798647653,a
3.430984532461679,a
4.685918660787232,a
3.9913066463194835,a
3.542993619876308,a
3.5979525247972948,a
3.547571776749791,a
3.587508085901391,a
4.126985837944014,a
3.694219528505678,a
1.8763256055420052,a
3.3796056894366373,a
3.5129790015529827,a
3.66268025057713,a
3.8500243442010884,a
3.2536675159732336,a
2.006866386391577,a
4.241566496070661,a
2.3207362627157457,a
3.3725150186405592,a
3.5501154962729466,a
4.679809333702802,a
3.004630370555146,a
3.121155141093764,a
2.939279166741211,a
2.3677247275057316,a
1.9311775615780276,a
3.1895198819586614,a
2.5991203436680808,a
2.284711879336303,a
1.9848052538087837,a
2.9528813076257894,a
2.5680604899438517,a
1.2983400979863884,a
2.99707725532868,a
2.7274191034875144,a
3.0520897197377335,a
3.302279044130314,a
4.921406023150574,a
2.765072199965736,a
2.6450430092615047,a
1.3977085404869527,a
4.491715413779806,a
5.99849921958983,a
3.6178664731287205,a
2.4060876255047905,a
5.650436115777314,a
4.777292619858851,a
2.4078187231531536,a
4.494546549361761,a
2.653795619300142,a
5.863147006081823,a
3.2842490929506827,a
4.245917209193769,a
4.822102911051924,a
2.5129661853170537,a
3.165601951775894,a
1.8950107584561218,a
3.567957680336622,a
2.9068941976374734,a
4.122379206007103,a
3.7443463790541793,a
3.337256792569319,a
4.302111604057228,a
0.43751833438490806,a
1.7000307814767193,a
